Year,Month,Mdate,Sensor_ID,Hourly_Counts,sensor_description,sensor_name
2009,5,1,4,45185,Town Hall (West),Swa123_T
2009,5,1,1,36869,Bourke Street Mall (North),Bou292_T
2009,5,1,6,29015,Flinders Street Station Underpass,FliS_T
2009,5,1,2,27587,Bourke Street Mall (South),Bou283_T
2009,5,1,5,25590,Princes Bridge,PriNW_T
2009,5,1,13,23350,Flagstaff Station,Wil277_T
2009,5,1,15,23178,State Library,QV_T
2009,5,1,16,22555,Australia on Collins,Col270_T
2009,5,1,17,14863,Collins Place (South),Col15_T
2009,5,1,18,12437,Collins Place (North),Col12_T
2009,5,2,4,38856,Town Hall (West),Swa123_T
2009,5,2,1,30003,Bourke Street Mall (North),Bou292_T
2009,5,2,5,26182,Princes Bridge,PriNW_T
2009,5,2,2,22090,Bourke Street Mall (South),Bou283_T
2009,5,2,6,19645,Flinders Street Station Underpass,FliS_T
2009,5,2,15,17875,State Library,QV_T
2009,5,2,16,15110,Australia on Collins,Col270_T
2009,5,2,12,8808,New Quay,NewQ_T
2009,5,2,14,7874,Sandridge Bridge,SanBri_T
2009,5,2,11,5913,Waterfront City,WatCit_T
2009,5,3,4,31812,Town Hall (West),Swa123_T
2009,5,3,1,22327,Bourke Street Mall (North),Bou292_T
2009,5,3,5,21142,Princes Bridge,PriNW_T
2009,5,3,6,17143,Flinders Street Station Underpass,FliS_T
2009,5,3,2,16333,Bourke Street Mall (South),Bou283_T
2009,5,3,15,13396,State Library,QV_T
2009,5,3,11,11457,Waterfront City,WatCit_T
2009,5,3,12,11322,New Quay,NewQ_T
2009,5,3,16,10281,Australia on Collins,Col270_T
2009,5,3,14,6892,Sandridge Bridge,SanBri_T
2009,5,4,4,34983,Town Hall (West),Swa123_T
2009,5,4,1,26481,Bourke Street Mall (North),Bou292_T
2009,5,4,6,25887,Flinders Street Station Underpass,FliS_T
2009,5,4,13,25829,Flagstaff Station,Wil277_T
2009,5,4,5,19720,Princes Bridge,PriNW_T
2009,5,4,2,19452,Bourke Street Mall (South),Bou283_T
2009,5,4,15,18130,State Library,QV_T
2009,5,4,16,18044,Australia on Collins,Col270_T
2009,5,4,17,13657,Collins Place (South),Col15_T
2009,5,4,18,11656,Collins Place (North),Col12_T
2009,5,5,4,34359,Town Hall (West),Swa123_T
2009,5,5,5,27453,Princes Bridge,PriNW_T
2009,5,5,1,26671,Bourke Street Mall (North),Bou292_T
2009,5,5,6,26109,Flinders Street Station Underpass,FliS_T
2009,5,5,13,26097,Flagstaff Station,Wil277_T
2009,5,5,2,19797,Bourke Street Mall (South),Bou283_T
2009,5,5,15,19545,State Library,QV_T
2009,5,5,16,18376,Australia on Collins,Col270_T
2009,5,5,17,14623,Collins Place (South),Col15_T
2009,5,5,18,12171,Collins Place (North),Col12_T
2009,5,6,4,35649,Town Hall (West),Swa123_T
2009,5,6,1,27234,Bourke Street Mall (North),Bou292_T
2009,5,6,5,27041,Princes Bridge,PriNW_T
2009,5,6,6,26510,Flinders Street Station Underpass,FliS_T
2009,5,6,13,25183,Flagstaff Station,Wil277_T
2009,5,6,2,20198,Bourke Street Mall (South),Bou283_T
2009,5,6,15,18967,State Library,QV_T
2009,5,6,16,18558,Australia on Collins,Col270_T
2009,5,6,17,14453,Collins Place (South),Col15_T
2009,5,6,18,12351,Collins Place (North),Col12_T
2009,5,7,4,37622,Town Hall (West),Swa123_T
2009,5,7,1,29064,Bourke Street Mall (North),Bou292_T
2009,5,7,6,26131,Flinders Street Station Underpass,FliS_T
2009,5,7,13,25095,Flagstaff Station,Wil277_T
2009,5,7,5,25036,Princes Bridge,PriNW_T
2009,5,7,2,21889,Bourke Street Mall (South),Bou283_T
2009,5,7,15,19256,State Library,QV_T
2009,5,7,16,18993,Australia on Collins,Col270_T
2009,5,7,17,14014,Collins Place (South),Col15_T
2009,5,7,18,12008,Collins Place (North),Col12_T
2009,5,8,4,44638,Town Hall (West),Swa123_T
2009,5,8,1,37474,Bourke Street Mall (North),Bou292_T
2009,5,8,6,28733,Flinders Street Station Underpass,FliS_T
2009,5,8,2,28386,Bourke Street Mall (South),Bou283_T
2009,5,8,5,24397,Princes Bridge,PriNW_T
2009,5,8,13,23962,Flagstaff Station,Wil277_T
2009,5,8,16,22209,Australia on Collins,Col270_T
2009,5,8,15,22045,State Library,QV_T
2009,5,8,17,14223,Collins Place (South),Col15_T
2009,5,8,18,11688,Collins Place (North),Col12_T
2009,5,9,4,38143,Town Hall (West),Swa123_T
2009,5,9,1,28397,Bourke Street Mall (North),Bou292_T
2009,5,9,5,21024,Princes Bridge,PriNW_T
2009,5,9,2,20884,Bourke Street Mall (South),Bou283_T
2009,5,9,6,18120,Flinders Street Station Underpass,FliS_T
2009,5,9,15,17550,State Library,QV_T
2009,5,9,16,13694,Australia on Collins,Col270_T
2009,5,9,14,7341,Sandridge Bridge,SanBri_T
2009,5,9,12,7051,New Quay,NewQ_T
2009,5,9,11,4337,Waterfront City,WatCit_T
2009,5,10,5,27991,Princes Bridge,PriNW_T
2009,5,10,4,25923,Town Hall (West),Swa123_T
2009,5,10,1,19313,Bourke Street Mall (North),Bou292_T
2009,5,10,6,15961,Flinders Street Station Underpass,FliS_T
2009,5,10,2,14262,Bourke Street Mall (South),Bou283_T
2009,5,10,15,12311,State Library,QV_T
2009,5,10,11,11733,Waterfront City,WatCit_T
2009,5,10,12,10028,New Quay,NewQ_T
2009,5,10,16,8800,Australia on Collins,Col270_T
2009,5,10,14,5884,Sandridge Bridge,SanBri_T
2009,5,11,4,32248,Town Hall (West),Swa123_T
2009,5,11,13,25212,Flagstaff Station,Wil277_T
2009,5,11,1,24359,Bourke Street Mall (North),Bou292_T
2009,5,11,6,24203,Flinders Street Station Underpass,FliS_T
2009,5,11,5,18717,Princes Bridge,PriNW_T
2009,5,11,2,17943,Bourke Street Mall (South),Bou283_T
2009,5,11,15,17933,State Library,QV_T
2009,5,11,16,16773,Australia on Collins,Col270_T
2009,5,11,17,13526,Collins Place (South),Col15_T
2009,5,11,18,11638,Collins Place (North),Col12_T
2009,5,12,4,32019,Town Hall (West),Swa123_T
2009,5,12,13,25247,Flagstaff Station,Wil277_T
2009,5,12,6,24912,Flinders Street Station Underpass,FliS_T
2009,5,12,1,24575,Bourke Street Mall (North),Bou292_T
2009,5,12,5,19903,Princes Bridge,PriNW_T
2009,5,12,15,18688,State Library,QV_T
2009,5,12,2,18309,Bourke Street Mall (South),Bou283_T
2009,5,12,16,17690,Australia on Collins,Col270_T
2009,5,12,17,14149,Collins Place (South),Col15_T
2009,5,12,18,12234,Collins Place (North),Col12_T
2009,5,13,4,33749,Town Hall (West),Swa123_T
2009,5,13,1,25609,Bourke Street Mall (North),Bou292_T
2009,5,13,6,25247,Flinders Street Station Underpass,FliS_T
2009,5,13,13,24995,Flagstaff Station,Wil277_T
2009,5,13,5,21251,Princes Bridge,PriNW_T
2009,5,13,2,19194,Bourke Street Mall (South),Bou283_T
2009,5,13,15,18996,State Library,QV_T
2009,5,13,16,18001,Australia on Collins,Col270_T
2009,5,13,17,13869,Collins Place (South),Col15_T
2009,5,13,18,11898,Collins Place (North),Col12_T
2009,5,14,4,37207,Town Hall (West),Swa123_T
2009,5,14,1,27030,Bourke Street Mall (North),Bou292_T
2009,5,14,6,25745,Flinders Street Station Underpass,FliS_T
2009,5,14,13,25087,Flagstaff Station,Wil277_T
2009,5,14,5,22920,Princes Bridge,PriNW_T
2009,5,14,2,20963,Bourke Street Mall (South),Bou283_T
2009,5,14,16,19153,Australia on Collins,Col270_T
2009,5,14,15,18889,State Library,QV_T
2009,5,14,17,14679,Collins Place (South),Col15_T
2009,5,14,18,11987,Collins Place (North),Col12_T
2009,5,15,4,43670,Town Hall (West),Swa123_T
2009,5,15,1,34499,Bourke Street Mall (North),Bou292_T
2009,5,15,6,28508,Flinders Street Station Underpass,FliS_T
2009,5,15,5,28012,Princes Bridge,PriNW_T
2009,5,15,2,27164,Bourke Street Mall (South),Bou283_T
2009,5,15,13,24133,Flagstaff Station,Wil277_T
2009,5,15,15,23135,State Library,QV_T
2009,5,15,16,21747,Australia on Collins,Col270_T
2009,5,15,17,14591,Collins Place (South),Col15_T
2009,5,15,18,11847,Collins Place (North),Col12_T
2009,5,16,4,36366,Town Hall (West),Swa123_T
2009,5,16,1,27661,Bourke Street Mall (North),Bou292_T
2009,5,16,5,21940,Princes Bridge,PriNW_T
2009,5,16,2,20521,Bourke Street Mall (South),Bou283_T
2009,5,16,6,17175,Flinders Street Station Underpass,FliS_T
2009,5,16,15,16330,State Library,QV_T
2009,5,16,16,13712,Australia on Collins,Col270_T
2009,5,16,14,6843,Sandridge Bridge,SanBri_T
2009,5,16,12,6167,New Quay,NewQ_T
2009,5,16,17,4208,Collins Place (South),Col15_T
2009,5,17,4,29564,Town Hall (West),Swa123_T
2009,5,17,1,21346,Bourke Street Mall (North),Bou292_T
2009,5,17,5,19047,Princes Bridge,PriNW_T
2009,5,17,6,15406,Flinders Street Station Underpass,FliS_T
2009,5,17,2,15403,Bourke Street Mall (South),Bou283_T
2009,5,17,15,13981,State Library,QV_T
2009,5,17,16,9439,Australia on Collins,Col270_T
2009,5,17,12,9151,New Quay,NewQ_T
2009,5,17,11,8956,Waterfront City,WatCit_T
2009,5,17,14,6770,Sandridge Bridge,SanBri_T
2009,5,18,4,33062,Town Hall (West),Swa123_T
2009,5,18,1,25933,Bourke Street Mall (North),Bou292_T
2009,5,18,6,25726,Flinders Street Station Underpass,FliS_T
2009,5,18,13,25708,Flagstaff Station,Wil277_T
2009,5,18,5,20447,Princes Bridge,PriNW_T
2009,5,18,2,19112,Bourke Street Mall (South),Bou283_T
2009,5,18,15,18886,State Library,QV_T
2009,5,18,16,18048,Australia on Collins,Col270_T
2009,5,18,17,14667,Collins Place (South),Col15_T
2009,5,18,18,11812,Collins Place (North),Col12_T
2009,5,19,4,33093,Town Hall (West),Swa123_T
2009,5,19,3,27396,Melbourne Central,Swa295_T
2009,5,19,6,26322,Flinders Street Station Underpass,FliS_T
2009,5,19,13,26195,Flagstaff Station,Wil277_T
2009,5,19,1,24837,Bourke Street Mall (North),Bou292_T
2009,5,19,5,24161,Princes Bridge,PriNW_T
2009,5,19,15,19381,State Library,QV_T
2009,5,19,2,18756,Bourke Street Mall (South),Bou283_T
2009,5,19,16,18167,Australia on Collins,Col270_T
2009,5,19,17,14445,Collins Place (South),Col15_T
2009,5,20,4,33567,Town Hall (West),Swa123_T
2009,5,20,3,26640,Melbourne Central,Swa295_T
2009,5,20,6,26389,Flinders Street Station Underpass,FliS_T
2009,5,20,1,25644,Bourke Street Mall (North),Bou292_T
2009,5,20,13,25520,Flagstaff Station,Wil277_T
2009,5,20,5,22281,Princes Bridge,PriNW_T
2009,5,20,2,19924,Bourke Street Mall (South),Bou283_T
2009,5,20,15,19653,State Library,QV_T
2009,5,20,16,18157,Australia on Collins,Col270_T
2009,5,20,17,14661,Collins Place (South),Col15_T
2009,5,21,4,34456,Town Hall (West),Swa123_T
2009,5,21,6,26757,Flinders Street Station Underpass,FliS_T
2009,5,21,1,26697,Bourke Street Mall (North),Bou292_T
2009,5,21,3,26205,Melbourne Central,Swa295_T
2009,5,21,13,25703,Flagstaff Station,Wil277_T
2009,5,21,5,21178,Princes Bridge,PriNW_T
2009,5,21,2,20874,Bourke Street Mall (South),Bou283_T
2009,5,21,16,19490,Australia on Collins,Col270_T
2009,5,21,15,18659,State Library,QV_T
2009,5,21,17,14246,Collins Place (South),Col15_T
2009,5,22,4,43843,Town Hall (West),Swa123_T
2009,5,22,1,35960,Bourke Street Mall (North),Bou292_T
2009,5,22,3,34014,Melbourne Central,Swa295_T
2009,5,22,5,32571,Princes Bridge,PriNW_T
2009,5,22,6,29605,Flinders Street Station Underpass,FliS_T
2009,5,22,15,27950,State Library,QV_T
2009,5,22,2,27514,Bourke Street Mall (South),Bou283_T
2009,5,22,13,23969,Flagstaff Station,Wil277_T
2009,5,22,16,22644,Australia on Collins,Col270_T
2009,5,22,14,20226,Sandridge Bridge,SanBri_T
2009,5,23,4,38028,Town Hall (West),Swa123_T
2009,5,23,3,29342,Melbourne Central,Swa295_T
2009,5,23,1,28094,Bourke Street Mall (North),Bou292_T
2009,5,23,5,23923,Princes Bridge,PriNW_T
2009,5,23,2,21698,Bourke Street Mall (South),Bou283_T
2009,5,23,6,18669,Flinders Street Station Underpass,FliS_T
2009,5,23,15,17394,State Library,QV_T
2009,5,23,16,14517,Australia on Collins,Col270_T
2009,5,23,12,10411,New Quay,NewQ_T
2009,5,23,14,7464,Sandridge Bridge,SanBri_T
2009,5,24,4,27269,Town Hall (West),Swa123_T
2009,5,24,3,21149,Melbourne Central,Swa295_T
2009,5,24,5,20620,Princes Bridge,PriNW_T
2009,5,24,1,20108,Bourke Street Mall (North),Bou292_T
2009,5,24,2,15331,Bourke Street Mall (South),Bou283_T
2009,5,24,6,15047,Flinders Street Station Underpass,FliS_T
2009,5,24,15,12757,State Library,QV_T
2009,5,24,16,10146,Australia on Collins,Col270_T
2009,5,24,12,9093,New Quay,NewQ_T
2009,5,24,11,8522,Waterfront City,WatCit_T
2009,5,25,4,30496,Town Hall (West),Swa123_T
2009,5,25,13,25796,Flagstaff Station,Wil277_T
2009,5,25,1,24170,Bourke Street Mall (North),Bou292_T
2009,5,25,6,23344,Flinders Street Station Underpass,FliS_T
2009,5,25,3,22078,Melbourne Central,Swa295_T
2009,5,25,5,18409,Princes Bridge,PriNW_T
2009,5,25,2,17322,Bourke Street Mall (South),Bou283_T
2009,5,25,16,16930,Australia on Collins,Col270_T
2009,5,25,15,16668,State Library,QV_T
2009,5,25,17,13348,Collins Place (South),Col15_T
2009,5,26,4,32460,Town Hall (West),Swa123_T
2009,5,26,6,26709,Flinders Street Station Underpass,FliS_T
2009,5,26,13,25974,Flagstaff Station,Wil277_T
2009,5,26,3,25363,Melbourne Central,Swa295_T
2009,5,26,1,24982,Bourke Street Mall (North),Bou292_T
2009,5,26,5,20443,Princes Bridge,PriNW_T
2009,5,26,15,19216,State Library,QV_T
2009,5,26,2,18911,Bourke Street Mall (South),Bou283_T
2009,5,26,16,17721,Australia on Collins,Col270_T
2009,5,26,17,14797,Collins Place (South),Col15_T
2009,5,27,4,33565,Town Hall (West),Swa123_T
2009,5,27,6,26302,Flinders Street Station Underpass,FliS_T
2009,5,27,1,25576,Bourke Street Mall (North),Bou292_T
2009,5,27,13,25408,Flagstaff Station,Wil277_T
2009,5,27,3,25209,Melbourne Central,Swa295_T
2009,5,27,5,20991,Princes Bridge,PriNW_T
2009,5,27,2,18766,Bourke Street Mall (South),Bou283_T
2009,5,27,15,17785,State Library,QV_T
2009,5,27,16,17607,Australia on Collins,Col270_T
2009,5,27,17,14323,Collins Place (South),Col15_T
2009,5,28,4,34324,Town Hall (West),Swa123_T
2009,5,28,1,26874,Bourke Street Mall (North),Bou292_T
2009,5,28,6,26063,Flinders Street Station Underpass,FliS_T
2009,5,28,13,25691,Flagstaff Station,Wil277_T
2009,5,28,3,24848,Melbourne Central,Swa295_T
2009,5,28,5,20780,Princes Bridge,PriNW_T
2009,5,28,2,19307,Bourke Street Mall (South),Bou283_T
2009,5,28,16,18558,Australia on Collins,Col270_T
2009,5,28,15,17519,State Library,QV_T
2009,5,28,17,13984,Collins Place (South),Col15_T
2009,5,29,4,41225,Town Hall (West),Swa123_T
2009,5,29,1,35333,Bourke Street Mall (North),Bou292_T
2009,5,29,3,33611,Melbourne Central,Swa295_T
2009,5,29,6,30003,Flinders Street Station Underpass,FliS_T
2009,5,29,5,26569,Princes Bridge,PriNW_T
2009,5,29,2,25974,Bourke Street Mall (South),Bou283_T
2009,5,29,13,24742,Flagstaff Station,Wil277_T
2009,5,29,15,23400,State Library,QV_T
2009,5,29,16,21625,Australia on Collins,Col270_T
2009,5,29,17,15033,Collins Place (South),Col15_T
2009,5,30,4,35408,Town Hall (West),Swa123_T
2009,5,30,1,27627,Bourke Street Mall (North),Bou292_T
2009,5,30,3,26676,Melbourne Central,Swa295_T
2009,5,30,5,20427,Princes Bridge,PriNW_T
2009,5,30,2,19416,Bourke Street Mall (South),Bou283_T
2009,5,30,6,17819,Flinders Street Station Underpass,FliS_T
2009,5,30,15,15423,State Library,QV_T
2009,5,30,16,14218,Australia on Collins,Col270_T
2009,5,30,12,11471,New Quay,NewQ_T
2009,5,30,11,8917,Waterfront City,WatCit_T
2009,5,31,4,32336,Town Hall (West),Swa123_T
2009,5,31,3,24835,Melbourne Central,Swa295_T
2009,5,31,5,21730,Princes Bridge,PriNW_T
2009,5,31,1,21723,Bourke Street Mall (North),Bou292_T
2009,5,31,6,16761,Flinders Street Station Underpass,FliS_T
2009,5,31,2,15192,Bourke Street Mall (South),Bou283_T
2009,5,31,15,15132,State Library,QV_T
2009,5,31,12,10503,New Quay,NewQ_T
2009,5,31,16,10138,Australia on Collins,Col270_T
2009,5,31,11,9870,Waterfront City,WatCit_T
2009,6,1,4,31114,Town Hall (West),Swa123_T
2009,6,1,1,25064,Bourke Street Mall (North),Bou292_T
2009,6,1,13,24756,Flagstaff Station,Wil277_T
2009,6,1,6,24359,Flinders Street Station Underpass,FliS_T
2009,6,1,3,22663,Melbourne Central,Swa295_T
2009,6,1,5,18294,Princes Bridge,PriNW_T
2009,6,1,2,17525,Bourke Street Mall (South),Bou283_T
2009,6,1,16,16805,Australia on Collins,Col270_T
2009,6,1,15,15944,State Library,QV_T
2009,6,1,17,13124,Collins Place (South),Col15_T
2009,6,2,4,31054,Town Hall (West),Swa123_T
2009,6,2,13,25622,Flagstaff Station,Wil277_T
2009,6,2,1,25108,Bourke Street Mall (North),Bou292_T
2009,6,2,6,25087,Flinders Street Station Underpass,FliS_T
2009,6,2,3,22960,Melbourne Central,Swa295_T
2009,6,2,2,19607,Bourke Street Mall (South),Bou283_T
2009,6,2,16,18023,Australia on Collins,Col270_T
2009,6,2,5,17591,Princes Bridge,PriNW_T
2009,6,2,15,16291,State Library,QV_T
2009,6,2,17,13902,Collins Place (South),Col15_T
2009,6,3,4,33780,Town Hall (West),Swa123_T
2009,6,3,1,29624,Bourke Street Mall (North),Bou292_T
2009,6,3,6,26564,Flinders Street Station Underpass,FliS_T
2009,6,3,13,25562,Flagstaff Station,Wil277_T
2009,6,3,3,23618,Melbourne Central,Swa295_T
2009,6,3,2,22245,Bourke Street Mall (South),Bou283_T
2009,6,3,5,22028,Princes Bridge,PriNW_T
2009,6,3,16,18501,Australia on Collins,Col270_T
2009,6,3,15,16526,State Library,QV_T
2009,6,3,17,14974,Collins Place (South),Col15_T
2009,6,4,4,37731,Town Hall (West),Swa123_T
2009,6,4,1,31199,Bourke Street Mall (North),Bou292_T
2009,6,4,3,26313,Melbourne Central,Swa295_T
2009,6,4,6,26023,Flinders Street Station Underpass,FliS_T
2009,6,4,13,25371,Flagstaff Station,Wil277_T
2009,6,4,2,23957,Bourke Street Mall (South),Bou283_T
2009,6,4,5,21154,Princes Bridge,PriNW_T
2009,6,4,16,19424,Australia on Collins,Col270_T
2009,6,4,15,16985,State Library,QV_T
2009,6,4,17,14376,Collins Place (South),Col15_T
2009,6,5,4,41699,Town Hall (West),Swa123_T
2009,6,5,1,36573,Bourke Street Mall (North),Bou292_T
2009,6,5,3,31035,Melbourne Central,Swa295_T
2009,6,5,6,29533,Flinders Street Station Underpass,FliS_T
2009,6,5,2,28172,Bourke Street Mall (South),Bou283_T
2009,6,5,5,23874,Princes Bridge,PriNW_T
2009,6,5,13,23468,Flagstaff Station,Wil277_T
2009,6,5,16,21345,Australia on Collins,Col270_T
2009,6,5,15,20445,State Library,QV_T
2009,6,5,17,13825,Collins Place (South),Col15_T
2009,6,6,4,38249,Town Hall (West),Swa123_T
2009,6,6,1,28972,Bourke Street Mall (North),Bou292_T
2009,6,6,3,26921,Melbourne Central,Swa295_T
2009,6,6,2,21552,Bourke Street Mall (South),Bou283_T
2009,6,6,5,21434,Princes Bridge,PriNW_T
2009,6,6,6,18629,Flinders Street Station Underpass,FliS_T
2009,6,6,15,15881,State Library,QV_T
2009,6,6,16,14088,Australia on Collins,Col270_T
2009,6,6,12,7884,New Quay,NewQ_T
2009,6,6,14,7343,Sandridge Bridge,SanBri_T
2009,6,7,4,32683,Town Hall (West),Swa123_T
2009,6,7,1,24879,Bourke Street Mall (North),Bou292_T
2009,6,7,3,23733,Melbourne Central,Swa295_T
2009,6,7,5,22421,Princes Bridge,PriNW_T
2009,6,7,6,18141,Flinders Street Station Underpass,FliS_T
2009,6,7,2,17638,Bourke Street Mall (South),Bou283_T
2009,6,7,15,14233,State Library,QV_T
2009,6,7,12,11689,New Quay,NewQ_T
2009,6,7,16,11522,Australia on Collins,Col270_T
2009,6,7,11,10000,Waterfront City,WatCit_T
2009,6,8,4,24194,Town Hall (West),Swa123_T
2009,6,8,1,18832,Bourke Street Mall (North),Bou292_T
2009,6,8,3,17659,Melbourne Central,Swa295_T
2009,6,8,2,13577,Bourke Street Mall (South),Bou283_T
2009,6,8,5,13158,Princes Bridge,PriNW_T
2009,6,8,6,13019,Flinders Street Station Underpass,FliS_T
2009,6,8,15,10983,State Library,QV_T
2009,6,8,16,7499,Australia on Collins,Col270_T
2009,6,8,14,5242,Sandridge Bridge,SanBri_T
2009,6,8,12,3753,New Quay,NewQ_T
2009,6,9,4,27866,Town Hall (West),Swa123_T
2009,6,9,13,26208,Flagstaff Station,Wil277_T
2009,6,9,1,22255,Bourke Street Mall (North),Bou292_T
2009,6,9,6,20944,Flinders Street Station Underpass,FliS_T
2009,6,9,3,20101,Melbourne Central,Swa295_T
2009,6,9,5,16063,Princes Bridge,PriNW_T
2009,6,9,2,15466,Bourke Street Mall (South),Bou283_T
2009,6,9,16,14673,Australia on Collins,Col270_T
2009,6,9,15,14287,State Library,QV_T
2009,6,9,18,12839,Collins Place (North),Col12_T
2009,6,10,4,28906,Town Hall (West),Swa123_T
2009,6,10,13,25925,Flagstaff Station,Wil277_T
2009,6,10,1,23826,Bourke Street Mall (North),Bou292_T
2009,6,10,6,22059,Flinders Street Station Underpass,FliS_T
2009,6,10,3,20294,Melbourne Central,Swa295_T
2009,6,10,5,19030,Princes Bridge,PriNW_T
2009,6,10,2,16690,Bourke Street Mall (South),Bou283_T
2009,6,10,16,15786,Australia on Collins,Col270_T
2009,6,10,15,14054,State Library,QV_T
2009,6,10,17,12870,Collins Place (South),Col15_T
2009,6,11,4,33262,Town Hall (West),Swa123_T
2009,6,11,1,25504,Bourke Street Mall (North),Bou292_T
2009,6,11,13,24966,Flagstaff Station,Wil277_T
2009,6,11,6,23866,Flinders Street Station Underpass,FliS_T
2009,6,11,3,23612,Melbourne Central,Swa295_T
2009,6,11,5,19374,Princes Bridge,PriNW_T
2009,6,11,2,19220,Bourke Street Mall (South),Bou283_T
2009,6,11,16,17290,Australia on Collins,Col270_T
2009,6,11,15,16355,State Library,QV_T
2009,6,11,17,13531,Collins Place (South),Col15_T
2009,6,12,4,41014,Town Hall (West),Swa123_T
2009,6,12,1,34945,Bourke Street Mall (North),Bou292_T
2009,6,12,3,28770,Melbourne Central,Swa295_T
2009,6,12,6,27438,Flinders Street Station Underpass,FliS_T
2009,6,12,2,25884,Bourke Street Mall (South),Bou283_T
2009,6,12,13,23257,Flagstaff Station,Wil277_T
2009,6,12,5,21920,Princes Bridge,PriNW_T
2009,6,12,16,20826,Australia on Collins,Col270_T
2009,6,12,15,17546,State Library,QV_T
2009,6,12,17,13207,Collins Place (South),Col15_T
2009,6,13,4,33847,Town Hall (West),Swa123_T
2009,6,13,1,25227,Bourke Street Mall (North),Bou292_T
2009,6,13,3,24942,Melbourne Central,Swa295_T
2009,6,13,2,19052,Bourke Street Mall (South),Bou283_T
2009,6,13,5,18814,Princes Bridge,PriNW_T
2009,6,13,6,15161,Flinders Street Station Underpass,FliS_T
2009,6,13,15,14108,State Library,QV_T
2009,6,13,16,13083,Australia on Collins,Col270_T
2009,6,13,12,6979,New Quay,NewQ_T
2009,6,13,14,5726,Sandridge Bridge,SanBri_T
2009,6,14,4,24906,Town Hall (West),Swa123_T
2009,6,14,1,20016,Bourke Street Mall (North),Bou292_T
2009,6,14,3,18910,Melbourne Central,Swa295_T
2009,6,14,5,18037,Princes Bridge,PriNW_T
2009,6,14,2,14098,Bourke Street Mall (South),Bou283_T
2009,6,14,6,13051,Flinders Street Station Underpass,FliS_T
2009,6,14,15,11512,State Library,QV_T
2009,6,14,16,9116,Australia on Collins,Col270_T
2009,6,14,11,6623,Waterfront City,WatCit_T
2009,6,14,12,6378,New Quay,NewQ_T
2009,6,15,4,29970,Town Hall (West),Swa123_T
2009,6,15,13,24680,Flagstaff Station,Wil277_T
2009,6,15,6,23612,Flinders Street Station Underpass,FliS_T
2009,6,15,1,23220,Bourke Street Mall (North),Bou292_T
2009,6,15,3,22457,Melbourne Central,Swa295_T
2009,6,15,5,20166,Princes Bridge,PriNW_T
2009,6,15,2,17503,Bourke Street Mall (South),Bou283_T
2009,6,15,16,16202,Australia on Collins,Col270_T
2009,6,15,15,15773,State Library,QV_T
2009,6,15,17,12991,Collins Place (South),Col15_T
2009,6,16,4,29666,Town Hall (West),Swa123_T
2009,6,16,13,25599,Flagstaff Station,Wil277_T
2009,6,16,6,23797,Flinders Street Station Underpass,FliS_T
2009,6,16,1,23017,Bourke Street Mall (North),Bou292_T
2009,6,16,3,22794,Melbourne Central,Swa295_T
2009,6,16,5,20322,Princes Bridge,PriNW_T
2009,6,16,2,17943,Bourke Street Mall (South),Bou283_T
2009,6,16,16,17544,Australia on Collins,Col270_T
2009,6,16,15,15106,State Library,QV_T
2009,6,16,17,13966,Collins Place (South),Col15_T
2009,6,17,4,33324,Town Hall (West),Swa123_T
2009,6,17,1,25789,Bourke Street Mall (North),Bou292_T
2009,6,17,6,25503,Flinders Street Station Underpass,FliS_T
2009,6,17,13,24885,Flagstaff Station,Wil277_T
2009,6,17,5,23368,Princes Bridge,PriNW_T
2009,6,17,3,23255,Melbourne Central,Swa295_T
2009,6,17,2,18424,Bourke Street Mall (South),Bou283_T
2009,6,17,16,17752,Australia on Collins,Col270_T
2009,6,17,15,15785,State Library,QV_T
2009,6,17,17,15397,Collins Place (South),Col15_T
2009,6,18,4,35267,Town Hall (West),Swa123_T
2009,6,18,1,29312,Bourke Street Mall (North),Bou292_T
2009,6,18,6,26042,Flinders Street Station Underpass,FliS_T
2009,6,18,3,25391,Melbourne Central,Swa295_T
2009,6,18,13,24875,Flagstaff Station,Wil277_T
2009,6,18,5,22726,Princes Bridge,PriNW_T
2009,6,18,2,21531,Bourke Street Mall (South),Bou283_T
2009,6,18,16,18948,Australia on Collins,Col270_T
2009,6,18,15,16740,State Library,QV_T
2009,6,18,17,14758,Collins Place (South),Col15_T
2009,6,19,4,42538,Town Hall (West),Swa123_T
2009,6,19,1,35484,Bourke Street Mall (North),Bou292_T
2009,6,19,3,32004,Melbourne Central,Swa295_T
2009,6,19,6,27205,Flinders Street Station Underpass,FliS_T
2009,6,19,2,26962,Bourke Street Mall (South),Bou283_T
2009,6,19,5,25204,Princes Bridge,PriNW_T
2009,6,19,13,23234,Flagstaff Station,Wil277_T
2009,6,19,16,21707,Australia on Collins,Col270_T
2009,6,19,15,21081,State Library,QV_T
2009,6,19,17,14863,Collins Place (South),Col15_T
2009,6,20,4,36718,Town Hall (West),Swa123_T
2009,6,20,1,27496,Bourke Street Mall (North),Bou292_T
2009,6,20,3,26532,Melbourne Central,Swa295_T
2009,6,20,5,21083,Princes Bridge,PriNW_T
2009,6,20,2,19596,Bourke Street Mall (South),Bou283_T
2009,6,20,6,16170,Flinders Street Station Underpass,FliS_T
2009,6,20,15,14485,State Library,QV_T
2009,6,20,16,13716,Australia on Collins,Col270_T
2009,6,20,14,6207,Sandridge Bridge,SanBri_T
