Year,Month,Mdate,Sensor_ID,Hourly_Counts,sensor_description,sensor_name
2021,11,24,47,14433,Melbourne Central-Elizabeth St (East),Eli250_T
2021,11,25,41,28344,Flinders La-Swanston St (West),Swa31
2021,11,25,4,21654,Town Hall (West),Swa123_T
2021,11,25,1,20314,Bourke Street Mall (North),Bou292_T
2021,11,25,35,19881,Southbank,SouthB_T
2021,11,25,3,17825,Melbourne Central,Swa295_T
2021,11,25,55,16774,Elizabeth St-La Trobe St (East),Eli380_T
2021,11,25,6,15277,Flinders Street Station Underpass,FliS_T
2021,11,25,47,14584,Melbourne Central-Elizabeth St (East),Eli250_T
2021,11,25,15,13691,State Library,QV_T
2021,11,25,66,13691,State Library - New,QVN_T
2021,11,26,41,37560,Flinders La-Swanston St (West),Swa31
2021,11,26,4,31449,Town Hall (West),Swa123_T
2021,11,26,1,31117,Bourke Street Mall (North),Bou292_T
2021,11,26,35,29121,Southbank,SouthB_T
2021,11,26,6,28730,Flinders Street Station Underpass,FliS_T
2021,11,26,3,24955,Melbourne Central,Swa295_T
2021,11,26,25,24364,Melbourne Convention Exhibition Centre,MCEC_T
2021,11,26,15,20140,State Library,QV_T
2021,11,26,66,20140,State Library - New,QVN_T
2021,11,26,47,20101,Melbourne Central-Elizabeth St (East),Eli250_T
2021,11,27,41,48099,Flinders La-Swanston St (West),Swa31
2021,11,27,35,44373,Southbank,SouthB_T
2021,11,27,4,39782,Town Hall (West),Swa123_T
2021,11,27,1,37275,Bourke Street Mall (North),Bou292_T
2021,11,27,6,34557,Flinders Street Station Underpass,FliS_T
2021,11,27,3,30244,Melbourne Central,Swa295_T
2021,11,27,25,29708,Melbourne Convention Exhibition Centre,MCEC_T
2021,11,27,5,24838,Princes Bridge,PriNW_T
2021,11,27,47,24482,Melbourne Central-Elizabeth St (East),Eli250_T
2021,11,27,2,24452,Bourke Street Mall (South),Bou283_T
2021,11,28,35,35619,Southbank,SouthB_T
2021,11,28,41,35237,Flinders La-Swanston St (West),Swa31
2021,11,28,1,29005,Bourke Street Mall (North),Bou292_T
2021,11,28,4,28665,Town Hall (West),Swa123_T
2021,11,28,6,28353,Flinders Street Station Underpass,FliS_T
2021,11,28,25,23669,Melbourne Convention Exhibition Centre,MCEC_T
2021,11,28,3,23605,Melbourne Central,Swa295_T
2021,11,28,2,18774,Bourke Street Mall (South),Bou283_T
2021,11,28,5,18296,Princes Bridge,PriNW_T
2021,11,28,47,18291,Melbourne Central-Elizabeth St (East),Eli250_T
2021,11,29,41,28289,Flinders La-Swanston St (West),Swa31
2021,11,29,1,22010,Bourke Street Mall (North),Bou292_T
2021,11,29,35,21965,Southbank,SouthB_T
2021,11,29,4,21462,Town Hall (West),Swa123_T
2021,11,29,6,18705,Flinders Street Station Underpass,FliS_T
2021,11,29,3,18141,Melbourne Central,Swa295_T
2021,11,29,55,15761,Elizabeth St-La Trobe St (East),Eli380_T
2021,11,29,25,15140,Melbourne Convention Exhibition Centre,MCEC_T
2021,11,29,47,14954,Melbourne Central-Elizabeth St (East),Eli250_T
2021,11,29,15,14760,State Library,QV_T
2021,11,30,41,29306,Flinders La-Swanston St (West),Swa31
2021,11,30,4,21403,Town Hall (West),Swa123_T
2021,11,30,35,21367,Southbank,SouthB_T
2021,11,30,1,19538,Bourke Street Mall (North),Bou292_T
2021,11,30,3,17494,Melbourne Central,Swa295_T
2021,11,30,6,16367,Flinders Street Station Underpass,FliS_T
2021,11,30,55,16367,Elizabeth St-La Trobe St (East),Eli380_T
2021,11,30,47,14078,Melbourne Central-Elizabeth St (East),Eli250_T
2021,11,30,24,13805,Spencer St-Collins St (North),Col620_T
2021,11,30,15,13653,State Library,QV_T
2021,12,1,41,27744,Flinders La-Swanston St (West),Swa31
2021,12,1,4,19724,Town Hall (West),Swa123_T
2021,12,1,35,19285,Southbank,SouthB_T
2021,12,1,1,16713,Bourke Street Mall (North),Bou292_T
2021,12,1,3,14554,Melbourne Central,Swa295_T
2021,12,1,24,14262,Spencer St-Collins St (North),Col620_T
2021,12,1,55,14237,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,1,6,12467,Flinders Street Station Underpass,FliS_T
2021,12,1,47,11990,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,1,66,11966,State Library - New,QVN_T
2021,12,2,41,27271,Flinders La-Swanston St (West),Swa31
2021,12,2,4,20214,Town Hall (West),Swa123_T
2021,12,2,35,19121,Southbank,SouthB_T
2021,12,2,1,17160,Bourke Street Mall (North),Bou292_T
2021,12,2,3,15455,Melbourne Central,Swa295_T
2021,12,2,55,14933,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,2,24,14326,Spencer St-Collins St (North),Col620_T
2021,12,2,47,12559,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,2,66,12448,State Library - New,QVN_T
2021,12,2,6,12126,Flinders Street Station Underpass,FliS_T
2021,12,3,41,39152,Flinders La-Swanston St (West),Swa31
2021,12,3,4,30093,Town Hall (West),Swa123_T
2021,12,3,35,29781,Southbank,SouthB_T
2021,12,3,1,25836,Bourke Street Mall (North),Bou292_T
2021,12,3,3,22407,Melbourne Central,Swa295_T
2021,12,3,25,21047,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,3,55,19490,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,3,5,18913,Princes Bridge,PriNW_T
2021,12,3,66,18030,State Library - New,QVN_T
2021,12,3,47,17837,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,4,41,44280,Flinders La-Swanston St (West),Swa31
2021,12,4,4,36299,Town Hall (West),Swa123_T
2021,12,4,35,34878,Southbank,SouthB_T
2021,12,4,3,27352,Melbourne Central,Swa295_T
2021,12,4,1,26745,Bourke Street Mall (North),Bou292_T
2021,12,4,25,26068,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,4,22,24896,Flinders St-Elizabeth St (East),Eli274_T
2021,12,4,5,23745,Princes Bridge,PriNW_T
2021,12,4,2,21536,Bourke Street Mall (South),Bou283_T
2021,12,4,66,21386,State Library - New,QVN_T
2021,12,5,41,36351,Flinders La-Swanston St (West),Swa31
2021,12,5,35,32589,Southbank,SouthB_T
2021,12,5,4,29678,Town Hall (West),Swa123_T
2021,12,5,1,26305,Bourke Street Mall (North),Bou292_T
2021,12,5,3,23330,Melbourne Central,Swa295_T
2021,12,5,25,23229,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,5,22,20243,Flinders St-Elizabeth St (East),Eli274_T
2021,12,5,5,19429,Princes Bridge,PriNW_T
2021,12,5,2,18642,Bourke Street Mall (South),Bou283_T
2021,12,5,66,17821,State Library - New,QVN_T
2021,12,6,41,30029,Flinders La-Swanston St (West),Swa31
2021,12,6,4,23792,Town Hall (West),Swa123_T
2021,12,6,1,20987,Bourke Street Mall (North),Bou292_T
2021,12,6,35,19301,Southbank,SouthB_T
2021,12,6,3,17863,Melbourne Central,Swa295_T
2021,12,6,22,17637,Flinders St-Elizabeth St (East),Eli274_T
2021,12,6,55,15547,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,6,5,14785,Princes Bridge,PriNW_T
2021,12,6,47,14414,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,6,66,14404,State Library - New,QVN_T
2021,12,7,41,30132,Flinders La-Swanston St (West),Swa31
2021,12,7,4,23454,Town Hall (West),Swa123_T
2021,12,7,35,17925,Southbank,SouthB_T
2021,12,7,22,17417,Flinders St-Elizabeth St (East),Eli274_T
2021,12,7,1,16773,Bourke Street Mall (North),Bou292_T
2021,12,7,3,16720,Melbourne Central,Swa295_T
2021,12,7,6,15933,Flinders Street Station Underpass,FliS_T
2021,12,7,55,15891,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,7,24,14689,Spencer St-Collins St (North),Col620_T
2021,12,7,47,13632,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,8,41,35878,Flinders La-Swanston St (West),Swa31
2021,12,8,4,28168,Town Hall (West),Swa123_T
2021,12,8,35,26478,Southbank,SouthB_T
2021,12,8,1,21550,Bourke Street Mall (North),Bou292_T
2021,12,8,3,19942,Melbourne Central,Swa295_T
2021,12,8,22,19554,Flinders St-Elizabeth St (East),Eli274_T
2021,12,8,55,17370,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,8,6,17236,Flinders Street Station Underpass,FliS_T
2021,12,8,47,16130,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,8,24,15382,Spencer St-Collins St (North),Col620_T
2021,12,9,41,35743,Flinders La-Swanston St (West),Swa31
2021,12,9,4,27885,Town Hall (West),Swa123_T
2021,12,9,35,26801,Southbank,SouthB_T
2021,12,9,1,21652,Bourke Street Mall (North),Bou292_T
2021,12,9,22,20283,Flinders St-Elizabeth St (East),Eli274_T
2021,12,9,3,18818,Melbourne Central,Swa295_T
2021,12,9,55,17041,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,9,5,16417,Princes Bridge,PriNW_T
2021,12,9,6,16398,Flinders Street Station Underpass,FliS_T
2021,12,9,47,15842,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,10,41,44856,Flinders La-Swanston St (West),Swa31
2021,12,10,35,42361,Southbank,SouthB_T
2021,12,10,4,35095,Town Hall (West),Swa123_T
2021,12,10,1,26864,Bourke Street Mall (North),Bou292_T
2021,12,10,3,24350,Melbourne Central,Swa295_T
2021,12,10,5,23764,Princes Bridge,PriNW_T
2021,12,10,22,23415,Flinders St-Elizabeth St (East),Eli274_T
2021,12,10,25,22815,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,10,6,20059,Flinders Street Station Underpass,FliS_T
2021,12,10,55,19789,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,11,35,53612,Southbank,SouthB_T
2021,12,11,41,47641,Flinders La-Swanston St (West),Swa31
2021,12,11,25,38548,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,11,4,37281,Town Hall (West),Swa123_T
2021,12,11,5,32066,Princes Bridge,PriNW_T
2021,12,11,1,31002,Bourke Street Mall (North),Bou292_T
2021,12,11,3,28686,Melbourne Central,Swa295_T
2021,12,11,2,25637,Bourke Street Mall (South),Bou283_T
2021,12,11,22,25399,Flinders St-Elizabeth St (East),Eli274_T
2021,12,11,28,23894,The Arts Centre,VAC_T
2021,12,12,35,46910,Southbank,SouthB_T
2021,12,12,41,41358,Flinders La-Swanston St (West),Swa31
2021,12,12,4,35348,Town Hall (West),Swa123_T
2021,12,12,25,34304,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,12,1,31751,Bourke Street Mall (North),Bou292_T
2021,12,12,5,29110,Princes Bridge,PriNW_T
2021,12,12,28,26340,The Arts Centre,VAC_T
2021,12,12,3,26094,Melbourne Central,Swa295_T
2021,12,12,22,21464,Flinders St-Elizabeth St (East),Eli274_T
2021,12,12,66,20531,State Library - New,QVN_T
2021,12,13,41,30521,Flinders La-Swanston St (West),Swa31
2021,12,13,35,24413,Southbank,SouthB_T
2021,12,13,4,23872,Town Hall (West),Swa123_T
2021,12,13,1,20123,Bourke Street Mall (North),Bou292_T
2021,12,13,3,18144,Melbourne Central,Swa295_T
2021,12,13,22,17604,Flinders St-Elizabeth St (East),Eli274_T
2021,12,13,5,17399,Princes Bridge,PriNW_T
2021,12,13,55,15721,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,13,47,14371,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,13,24,14154,Spencer St-Collins St (North),Col620_T
2021,12,14,41,36302,Flinders La-Swanston St (West),Swa31
2021,12,14,35,29065,Southbank,SouthB_T
2021,12,14,4,27828,Town Hall (West),Swa123_T
2021,12,14,1,23880,Bourke Street Mall (North),Bou292_T
2021,12,14,22,21098,Flinders St-Elizabeth St (East),Eli274_T
2021,12,14,3,19544,Melbourne Central,Swa295_T
2021,12,14,5,17674,Princes Bridge,PriNW_T
2021,12,14,47,17599,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,14,55,17571,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,14,66,15997,State Library - New,QVN_T
2021,12,15,41,39045,Flinders La-Swanston St (West),Swa31
2021,12,15,35,30360,Southbank,SouthB_T
2021,12,15,4,29389,Town Hall (West),Swa123_T
2021,12,15,5,25015,Princes Bridge,PriNW_T
2021,12,15,1,23201,Bourke Street Mall (North),Bou292_T
2021,12,15,22,21490,Flinders St-Elizabeth St (East),Eli274_T
2021,12,15,3,21401,Melbourne Central,Swa295_T
2021,12,15,28,21203,The Arts Centre,VAC_T
2021,12,15,55,17798,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,15,47,17635,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,16,41,42608,Flinders La-Swanston St (West),Swa31
2021,12,16,35,37958,Southbank,SouthB_T
2021,12,16,4,32717,Town Hall (West),Swa123_T
2021,12,16,1,29114,Bourke Street Mall (North),Bou292_T
2021,12,16,5,27887,Princes Bridge,PriNW_T
2021,12,16,28,24622,The Arts Centre,VAC_T
2021,12,16,3,23246,Melbourne Central,Swa295_T
2021,12,16,22,22830,Flinders St-Elizabeth St (East),Eli274_T
2021,12,16,47,19932,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,16,55,19000,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,17,41,45659,Flinders La-Swanston St (West),Swa31
2021,12,17,35,45152,Southbank,SouthB_T
2021,12,17,4,35828,Town Hall (West),Swa123_T
2021,12,17,5,31513,Princes Bridge,PriNW_T
2021,12,17,1,31147,Bourke Street Mall (North),Bou292_T
2021,12,17,3,24612,Melbourne Central,Swa295_T
2021,12,17,28,24391,The Arts Centre,VAC_T
2021,12,17,22,23462,Flinders St-Elizabeth St (East),Eli274_T
2021,12,17,25,22686,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,17,55,20087,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,18,35,49599,Southbank,SouthB_T
2021,12,18,41,46858,Flinders La-Swanston St (West),Swa31
2021,12,18,4,38703,Town Hall (West),Swa123_T
2021,12,18,5,34248,Princes Bridge,PriNW_T
2021,12,18,1,30129,Bourke Street Mall (North),Bou292_T
2021,12,18,3,26460,Melbourne Central,Swa295_T
2021,12,18,25,25409,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,18,22,24736,Flinders St-Elizabeth St (East),Eli274_T
2021,12,18,2,24365,Bourke Street Mall (South),Bou283_T
2021,12,18,65,20949,Swanston St - City Square,SwaCs_T
2021,12,19,41,32779,Flinders La-Swanston St (West),Swa31
2021,12,19,35,28922,Southbank,SouthB_T
2021,12,19,4,28647,Town Hall (West),Swa123_T
2021,12,19,1,27360,Bourke Street Mall (North),Bou292_T
2021,12,19,5,21843,Princes Bridge,PriNW_T
2021,12,19,3,21800,Melbourne Central,Swa295_T
2021,12,19,2,19393,Bourke Street Mall (South),Bou283_T
2021,12,19,22,17748,Flinders St-Elizabeth St (East),Eli274_T
2021,12,19,55,17411,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,19,25,16812,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,20,41,41236,Flinders La-Swanston St (West),Swa31
2021,12,20,35,32751,Southbank,SouthB_T
2021,12,20,4,32395,Town Hall (West),Swa123_T
2021,12,20,1,29250,Bourke Street Mall (North),Bou292_T
2021,12,20,5,25190,Princes Bridge,PriNW_T
2021,12,20,22,23389,Flinders St-Elizabeth St (East),Eli274_T
2021,12,20,3,21150,Melbourne Central,Swa295_T
2021,12,20,2,20415,Bourke Street Mall (South),Bou283_T
2021,12,20,47,18134,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,20,25,17955,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,21,41,41621,Flinders La-Swanston St (West),Swa31
2021,12,21,4,33994,Town Hall (West),Swa123_T
2021,12,21,35,33955,Southbank,SouthB_T
2021,12,21,1,29835,Bourke Street Mall (North),Bou292_T
2021,12,21,5,25863,Princes Bridge,PriNW_T
2021,12,21,2,21855,Bourke Street Mall (South),Bou283_T
2021,12,21,22,21694,Flinders St-Elizabeth St (East),Eli274_T
2021,12,21,3,21599,Melbourne Central,Swa295_T
2021,12,21,25,19795,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,21,47,18821,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,22,41,42325,Flinders La-Swanston St (West),Swa31
2021,12,22,35,37358,Southbank,SouthB_T
2021,12,22,4,35523,Town Hall (West),Swa123_T
2021,12,22,1,28779,Bourke Street Mall (North),Bou292_T
2021,12,22,5,26861,Princes Bridge,PriNW_T
2021,12,22,2,23299,Bourke Street Mall (South),Bou283_T
2021,12,22,22,22486,Flinders St-Elizabeth St (East),Eli274_T
2021,12,22,3,22179,Melbourne Central,Swa295_T
2021,12,22,47,20161,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,22,25,20021,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,23,41,42699,Flinders La-Swanston St (West),Swa31
2021,12,23,4,37032,Town Hall (West),Swa123_T
2021,12,23,35,36859,Southbank,SouthB_T
2021,12,23,1,33073,Bourke Street Mall (North),Bou292_T
2021,12,23,5,29111,Princes Bridge,PriNW_T
2021,12,23,2,25589,Bourke Street Mall (South),Bou283_T
2021,12,23,3,23085,Melbourne Central,Swa295_T
2021,12,23,22,22720,Flinders St-Elizabeth St (East),Eli274_T
2021,12,23,47,20712,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,23,66,20221,State Library - New,QVN_T
2021,12,24,41,38029,Flinders La-Swanston St (West),Swa31
2021,12,24,35,35761,Southbank,SouthB_T
2021,12,24,1,32475,Bourke Street Mall (North),Bou292_T
2021,12,24,4,32119,Town Hall (West),Swa123_T
2021,12,24,5,29263,Princes Bridge,PriNW_T
2021,12,24,22,21290,Flinders St-Elizabeth St (East),Eli274_T
2021,12,24,3,21283,Melbourne Central,Swa295_T
2021,12,24,2,20577,Bourke Street Mall (South),Bou283_T
2021,12,24,66,18727,State Library - New,QVN_T
2021,12,24,55,18645,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,25,35,29981,Southbank,SouthB_T
2021,12,25,41,27373,Flinders La-Swanston St (West),Swa31
2021,12,25,5,24854,Princes Bridge,PriNW_T
2021,12,25,4,18206,Town Hall (West),Swa123_T
2021,12,25,3,17528,Melbourne Central,Swa295_T
2021,12,25,22,13591,Flinders St-Elizabeth St (East),Eli274_T
2021,12,25,55,12716,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,25,65,12036,Swanston St - City Square,SwaCs_T
2021,12,25,1,10233,Bourke Street Mall (North),Bou292_T
2021,12,25,79,9600,Flinders St (South),FliSS_T
2021,12,26,25,33862,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,26,41,32500,Flinders La-Swanston St (West),Swa31
2021,12,26,4,31865,Town Hall (West),Swa123_T
2021,12,26,35,31137,Southbank,SouthB_T
2021,12,26,1,26876,Bourke Street Mall (North),Bou292_T
2021,12,26,3,26083,Melbourne Central,Swa295_T
2021,12,26,2,23712,Bourke Street Mall (South),Bou283_T
2021,12,26,66,22386,State Library - New,QVN_T
2021,12,26,47,21443,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,26,5,21287,Princes Bridge,PriNW_T
2021,12,27,35,40006,Southbank,SouthB_T
2021,12,27,41,32039,Flinders La-Swanston St (West),Swa31
2021,12,27,4,26961,Town Hall (West),Swa123_T
2021,12,27,5,26255,Princes Bridge,PriNW_T
2021,12,27,25,25825,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,27,1,25819,Bourke Street Mall (North),Bou292_T
2021,12,27,3,23175,Melbourne Central,Swa295_T
2021,12,27,22,20804,Flinders St-Elizabeth St (East),Eli274_T
2021,12,27,66,18623,State Library - New,QVN_T
2021,12,27,47,17485,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,28,35,44911,Southbank,SouthB_T
2021,12,28,41,34202,Flinders La-Swanston St (West),Swa31
2021,12,28,5,30858,Princes Bridge,PriNW_T
2021,12,28,4,28272,Town Hall (West),Swa123_T
2021,12,28,25,26559,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,28,1,26288,Bourke Street Mall (North),Bou292_T
2021,12,28,3,23507,Melbourne Central,Swa295_T
2021,12,28,22,21178,Flinders St-Elizabeth St (East),Eli274_T
2021,12,28,66,18838,State Library - New,QVN_T
2021,12,28,47,17700,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,29,35,35997,Southbank,SouthB_T
2021,12,29,41,31700,Flinders La-Swanston St (West),Swa31
2021,12,29,4,26480,Town Hall (West),Swa123_T
2021,12,29,1,24883,Bourke Street Mall (North),Bou292_T
2021,12,29,5,24366,Princes Bridge,PriNW_T
2021,12,29,3,21426,Melbourne Central,Swa295_T
2021,12,29,22,19740,Flinders St-Elizabeth St (East),Eli274_T
2021,12,29,6,18897,Flinders Street Station Underpass,FliS_T
2021,12,29,25,18196,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,29,47,17753,Melbourne Central-Elizabeth St (East),Eli250_T
2021,12,30,35,29585,Southbank,SouthB_T
2021,12,30,41,27642,Flinders La-Swanston St (West),Swa31
2021,12,30,5,23693,Princes Bridge,PriNW_T
2021,12,30,4,22561,Town Hall (West),Swa123_T
2021,12,30,1,21813,Bourke Street Mall (North),Bou292_T
2021,12,30,3,18651,Melbourne Central,Swa295_T
2021,12,30,22,17664,Flinders St-Elizabeth St (East),Eli274_T
2021,12,30,55,16868,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,30,66,15344,State Library - New,QVN_T
2021,12,30,28,15330,The Arts Centre,VAC_T
2021,12,31,35,35405,Southbank,SouthB_T
2021,12,31,5,32344,Princes Bridge,PriNW_T
2021,12,31,41,31529,Flinders La-Swanston St (West),Swa31
2021,12,31,4,21495,Town Hall (West),Swa123_T
2021,12,31,22,19465,Flinders St-Elizabeth St (East),Eli274_T
2021,12,31,55,17947,Elizabeth St-La Trobe St (East),Eli380_T
2021,12,31,3,17907,Melbourne Central,Swa295_T
2021,12,31,25,16869,Melbourne Convention Exhibition Centre,MCEC_T
2021,12,31,1,16377,Bourke Street Mall (North),Bou292_T
2021,12,31,29,14394,St Kilda Rd-Alexandra Gardens,AG_T
2022,1,1,35,33488,Southbank,SouthB_T
2022,1,1,41,26559,Flinders La-Swanston St (West),Swa31
2022,1,1,5,26303,Princes Bridge,PriNW_T
2022,1,1,25,19057,Melbourne Convention Exhibition Centre,MCEC_T
2022,1,1,3,18312,Melbourne Central,Swa295_T
2022,1,1,84,18190,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,1,1,4,17897,Town Hall (West),Swa123_T
2022,1,1,6,17457,Flinders Street Station Underpass,FliS_T
2022,1,1,55,15788,Elizabeth St-La Trobe St (East),Eli380_T
2022,1,1,28,12749,The Arts Centre,VAC_T
2022,1,2,35,27845,Southbank,SouthB_T
2022,1,2,41,21189,Flinders La-Swanston St (West),Swa31
2022,1,2,4,18242,Town Hall (West),Swa123_T
2022,1,2,5,18175,Princes Bridge,PriNW_T
2022,1,2,3,17594,Melbourne Central,Swa295_T
2022,1,2,25,16967,Melbourne Convention Exhibition Centre,MCEC_T
2022,1,2,55,15295,Elizabeth St-La Trobe St (East),Eli380_T
2022,1,2,84,14289,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,1,2,1,14130,Bourke Street Mall (North),Bou292_T
2022,1,2,66,13324,State Library - New,QVN_T
2022,1,3,35,30431,Southbank,SouthB_T
2022,1,3,41,23234,Flinders La-Swanston St (West),Swa31
2022,1,3,5,20201,Princes Bridge,PriNW_T
2022,1,3,4,19655,Town Hall (West),Swa123_T
2022,1,3,25,17812,Melbourne Convention Exhibition Centre,MCEC_T
2022,1,3,3,16942,Melbourne Central,Swa295_T
2022,1,3,1,16008,Bourke Street Mall (North),Bou292_T
2022,1,3,55,14304,Elizabeth St-La Trobe St (East),Eli380_T
2022,1,3,84,14116,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,1,3,28,13778,The Arts Centre,VAC_T
2022,1,4,35,22674,Southbank,SouthB_T
2022,1,4,41,22627,Flinders La-Swanston St (West),Swa31
2022,1,4,4,18949,Town Hall (West),Swa123_T
2022,1,4,5,16332,Princes Bridge,PriNW_T
2022,1,4,3,15308,Melbourne Central,Swa295_T
2022,1,4,84,15025,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,1,4,55,14600,Elizabeth St-La Trobe St (East),Eli380_T
2022,1,4,25,14429,Melbourne Convention Exhibition Centre,MCEC_T
2022,1,4,1,13214,Bourke Street Mall (North),Bou292_T
2022,1,4,47,12874,Melbourne Central-Elizabeth St (East),Eli250_T
2022,1,5,41,21565,Flinders La-Swanston St (West),Swa31
2022,1,5,35,19959,Southbank,SouthB_T
2022,1,5,4,17271,Town Hall (West),Swa123_T
2022,1,5,5,15066,Princes Bridge,PriNW_T
2022,1,5,84,13927,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,1,5,3,13865,Melbourne Central,Swa295_T
2022,1,5,55,13726,Elizabeth St-La Trobe St (East),Eli380_T
2022,1,5,1,12801,Bourke Street Mall (North),Bou292_T
2022,1,5,25,12327,Melbourne Convention Exhibition Centre,MCEC_T
2022,1,5,47,11825,Melbourne Central-Elizabeth St (East),Eli250_T
2022,1,6,41,20045,Flinders La-Swanston St (West),Swa31
2022,1,6,35,18718,Southbank,SouthB_T
2022,1,6,4,15864,Town Hall (West),Swa123_T
2022,1,6,55,13831,Elizabeth St-La Trobe St (East),Eli380_T
2022,1,6,5,13747,Princes Bridge,PriNW_T
2022,1,6,84,13118,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,1,6,3,12995,Melbourne Central,Swa295_T
2022,1,6,1,12860,Bourke Street Mall (North),Bou292_T
2022,1,6,25,11398,Melbourne Convention Exhibition Centre,MCEC_T
2022,1,6,47,10988,Melbourne Central-Elizabeth St (East),Eli250_T
2022,1,7,41,19451,Flinders La-Swanston St (West),Swa31
2022,1,7,35,18305,Southbank,SouthB_T
2022,1,7,4,16244,Town Hall (West),Swa123_T
2022,1,7,5,13614,Princes Bridge,PriNW_T
2022,1,7,1,12989,Bourke Street Mall (North),Bou292_T
2022,1,7,3,12827,Melbourne Central,Swa295_T
2022,1,7,55,12796,Elizabeth St-La Trobe St (East),Eli380_T
2022,1,7,25,11788,Melbourne Convention Exhibition Centre,MCEC_T
2022,1,7,84,11547,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,1,7,47,10498,Melbourne Central-Elizabeth St (East),Eli250_T
2022,1,8,35,22118,Southbank,SouthB_T
2022,1,8,41,21706,Flinders La-Swanston St (West),Swa31
2022,1,8,4,17702,Town Hall (West),Swa123_T
2022,1,8,5,16393,Princes Bridge,PriNW_T
2022,1,8,3,15486,Melbourne Central,Swa295_T
2022,1,8,55,14608,Elizabeth St-La Trobe St (East),Eli380_T
2022,1,8,25,13286,Melbourne Convention Exhibition Centre,MCEC_T
2022,1,8,84,13268,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,1,8,66,12391,State Library - New,QVN_T
2022,1,8,1,12021,Bourke Street Mall (North),Bou292_T
2022,1,9,35,22691,Southbank,SouthB_T
2022,1,9,41,18274,Flinders La-Swanston St (West),Swa31
2022,1,9,5,14526,Princes Bridge,PriNW_T
2022,1,9,4,14461,Town Hall (West),Swa123_T
2022,1,9,25,14328,Melbourne Convention Exhibition Centre,MCEC_T
2022,1,9,3,13824,Melbourne Central,Swa295_T
2022,1,9,55,12779,Elizabeth St-La Trobe St (East),Eli380_T
2022,1,9,1,12122,Bourke Street Mall (North),Bou292_T
2022,1,9,84,12101,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,1,9,66,11404,State Library - New,QVN_T
2022,1,10,41,18943,Flinders La-Swanston St (West),Swa31
